EventID,Evaluation Status,Origin Date,Origin Time,Local Magnitude,Moment Magnitude,Latitude (WGS84),Latitude Error (km),Longitude (WGS84),Longitude Error (km),Depth of Hypocenter (Km.  Rel to MSL),Depth of Hypocenter (Km. Rel to Ground Surface),Depth Uncertainty (Km. Corresponds to 1 st dev),RMS,UsedPhaseCount,UsedStationCount,Author,EventType,LocationName,Nodal Plane 1 - Strike,Nodal Plane 1 - Dip,Nodal Plane 1 - Rake,Nodal Plane 2 - Strike,Nodal Plane 2 - Dip,Nodal Plane 2 - Rake,Focal Mechanism Method ID,Focal Mechanism - Azimuthal Gap,Focal Mechanism - Misfit,Maximum Station Distance (km),Minimum Station Distance (km),Last Updated
texnet2020gcgn,preliminary,2020-03-27,14:46:38,1.3,,31.7172,0.7,-104.0554,0.7,6.2,7.1,2.4,0.3,25,20,TXNet,earthquake,Western Texas,,,,,,,,,,125.72694756531,,2020-03-27 18:52:56
texnet2020gcfv,preliminary,2020-03-27,14:26:01,1.7,,31.7168,0.5,-104.0495,0.7,6.4,7.4,2.2,0.3,35,25,TXNet,earthquake,Western Texas,,,,,,,,,,129.28429956204,,2020-03-27 19:14:27
texnet2020gbwv,final,2020-03-27,09:53:13,2.7,,31.6996,0.6,-104.0790,0.5,6.2,7.1,2.2,0.3,30,20,TXNet,earthquake,Western Texas,,,,,,,,,,65.650490103618,,2020-04-15 16:44:41
texnet2020gbud,final,2020-03-27,08:31:27,1.5,,31.7080,1.1,-104.0532,0.9,6.5,7.4,2.6,0.3,17,11,TXNet,earthquake,Western Texas,,,,,,,,,,125.92906660561498,,2020-04-28 19:52:25
texnet2020gbqp,final,2020-03-27,06:43:52,1.2,,31.6983,1.3,-104.0710,1.5,6.2,7.2,4.0,0.3,12,8,TXNet,earthquake,Western Texas,,,,,,,,,,124.2521240247,,2020-04-20 20:15:48
texnet2020gbpn,final,2020-03-27,06:12:08,1.4,,31.7034,1.2,-104.0554,1.0,6.2,7.1,3.4,0.3,16,11,TXNet,earthquake,Western Texas,,,,,,,,,,135.155946088485,,2020-04-28 19:58:49
texnet2020gbpe,final,2020-03-27,06:01:02,1.4,,31.7090,0.7,-104.0489,0.8,6.2,7.1,3.0,0.2,15,11,TXNet,earthquake,Western Texas,,,,,,,,,,62.337738007156496,,2020-04-28 21:13:30
texnet2020gbig,final,2020-03-27,02:30:32,1.3,,31.7001,1.6,-104.0731,1.2,7.6,8.6,4.7,0.2,9,7,TXNet,earthquake,Western Texas,,,,,,,,,,55.3216093374735,,2020-04-21 20:17:56
texnet2020gbia,final,2020-03-27,02:23:46,1.0,,31.7016,1.1,-104.0532,1.2,6.2,7.1,3.6,0.3,13,9,TXNet,earthquake,Western Texas,,,,,,,,,,62.871592874611494,,2020-04-29 18:26:27
texnet2020gbfb,preliminary,2020-03-27,00:54:32,1.4,,31.7052,0.7,-104.0618,0.8,7.3,8.3,2.2,0.3,22,16,TXNet,earthquake,Western Texas,,,,,,,,,,129.991245459075,,2020-03-27 18:28:25
texnet2020gbdh,final,2020-03-27,00:00:47,2.4,,31.7071,0.6,-104.0489,0.6,6.2,7.1,2.3,0.3,28,20,TXNet,earthquake,Western Texas,,,,,,,,,,64.0824388625295,,2020-04-15 21:28:19
texnet2020gbbc,final,2020-03-26,22:53:47,1.4,,31.7071,0.8,-104.0575,0.8,6.2,7.1,2.4,0.3,21,16,TXNet,earthquake,Western Texas,,,,,,,,,,112.03656990592499,,2020-04-28 20:07:34
texnet2020gbay,final,2020-03-26,22:49:12,1.5,,31.7071,0.9,-104.0511,0.9,6.2,7.1,3.0,0.3,16,13,TXNet,earthquake,Western Texas,,,,,,,,,,129.086262712575,,2020-04-28 19:02:21
texnet2020gazk,preliminary,2020-03-26,22:02:49,1.1,,31.7066,2.0,-104.0549,1.6,6.3,7.3,4.4,0.3,8,5,TXNet,earthquake,Western Texas,,,,,,,,,,135.458542821105,,2020-04-29 18:19:30
texnet2020gatd,final,2020-03-26,18:52:26,3.1,,31.7053,0.6,-104.0382,0.6,6.4,7.3,1.9,0.3,33,22,TXNet,earthquake,Western Texas,,,,,,,,,,85.2994074776445,,2020-04-14 21:43:00
texnet2020gasi,final,2020-03-26,18:29:00,3.0,,31.6933,0.8,-104.0639,0.7,6.1,7.0,2.7,0.3,28,19,TXNet,earthquake,Western Texas,,,,,,,,,,63.2321069017995,,2020-04-14 21:46:14
texnet2020gasg,preliminary,2020-03-26,18:26:27,1.7,,31.7062,0.9,-104.0532,1.0,6.7,7.6,2.9,0.3,20,14,TXNet,earthquake,Western Texas,,,,,,,,,,86.22216415556099,,2021-04-28 18:00:43
texnet2020garv,final,2020-03-26,18:13:15,1.3,,31.7056,2.0,-104.0775,1.7,6.2,7.2,4.7,0.3,8,5,TXNet,earthquake,Western Texas,,,,,,,,,,61.430353126190994,,2020-04-21 20:53:37
texnet2020garh,preliminary,2020-03-26,17:57:18,1.5,,31.6984,0.9,-104.0408,1.3,6.4,7.4,2.8,0.3,15,12,TXNet,earthquake,Western Texas,,,,,,,,,,87.6175518896055,,2020-03-27 20:53:09
texnet2020gara,final,2020-03-26,17:49:07,1.6,,31.6969,0.6,-104.0844,0.5,6.9,7.8,2.3,0.3,32,21,TXNet,earthquake,Western Texas,,,,,,,,,,114.88376992018499,,2020-04-22 13:48:36
texnet2020gaqy,final,2020-03-26,17:46:05,2.0,,31.6997,0.9,-104.0747,0.7,6.1,7.0,2.5,0.3,25,20,TXNet,earthquake,Western Texas,,,,,,,,,,133.63805561242498,,2020-04-16 21:42:18
texnet2020gapy,final,2020-03-26,17:16:19,1.5,,31.7085,1.3,-104.0570,1.3,6.1,7.1,4.0,0.3,12,8,TXNet,earthquake,Western Texas,,,,,,,,,,115.08610034218499,,2020-04-28 19:10:06
texnet2020gapc,preliminary,2020-03-26,16:51:02,1.8,,31.6988,0.7,-104.0597,0.8,6.2,7.1,2.6,0.3,27,20,TXNet,earthquake,Western Texas,,,,,,,,,,111.443972387895,,2020-03-27 14:14:06
texnet2020gany,final,2020-03-26,16:16:16,3.0,,31.7111,0.5,-104.0314,0.5,6.2,7.1,1.5,0.3,41,27,TXNet,earthquake,Western Texas,,,,,,,,,,93.36790559794949,,2020-04-14 21:44:51
texnet2020ganc,preliminary,2020-03-26,15:50:07,1.4,,31.7080,0.8,-104.0468,0.8,5.2,6.2,2.7,0.3,21,18,TXNet,earthquake,Western Texas,,,,,,,,,,88.806772618326,,2020-03-26 22:02:40
texnet2020ganb,final,2020-03-26,15:48:20,1.7,,31.7144,1.1,-104.0597,0.8,6.4,7.3,3.6,0.3,14,11,TXNet,earthquake,Western Texas,,,,,,,,,,56.652064984777496,,2020-04-17 16:41:16
texnet2020gamu,preliminary,2020-03-26,15:40:52,1.7,,31.6813,1.3,-104.0639,0.9,7.5,8.5,3.7,0.1,13,11,TXNet,earthquake,Western Texas,,,,,,,,,,53.096169731503494,,2021-06-22 19:03:08
texnet2020gamn,final,2020-03-26,15:32:08,2.3,,31.7163,0.5,-104.0554,0.8,6.2,7.1,3.0,0.3,29,22,TXNet,earthquake,Western Texas,,,,,,,,,,93.134740813569,,2020-03-26 21:19:20
texnet2020galz,final,2020-03-26,15:16:27,4.9,4.8,31.7025,0.5,-104.0521,0.6,6.2,7.1,1.9,0.3,48,31,TXNet,earthquake,Western Texas,96,43,-100,289,47,-81,Moment Tensor,102.6122831,0.1244907365,88.50043241707499,,2020-04-16 20:03:08
texnet2020gaks,final,2020-03-26,14:38:03,2.0,,31.6997,0.9,-104.0618,0.7,6.2,7.1,2.5,0.3,25,18,TXNet,earthquake,Western Texas,,,,,,,,,,98.05770970654049,,2020-04-16 21:47:10
texnet2020gahl,final,2020-03-26,12:58:58,1.9,,31.6850,0.7,-104.0617,0.7,6.5,7.5,2.6,0.2,22,16,TXNet,earthquake,Western Texas,,,,,,,,,,66.772461130452,,2020-03-26 17:57:47
texnet2020gagp,preliminary,2020-03-26,12:32:46,1.1,,31.6928,1.0,-104.0688,0.7,3.9,4.9,2.6,0.3,27,18,TXNet,earthquake,Western Texas,,,,,,,,,,265.507349372685,,2020-03-27 16:50:47
texnet2020gadm,preliminary,2020-03-26,10:58:29,1.6,,31.6850,0.8,-104.0607,0.7,6.2,7.2,2.7,0.3,27,19,TXNet,earthquake,Western Texas,,,,,,,,,,93.4405867641645,,2020-03-26 17:18:35
texnet2020gadb,preliminary,2020-03-26,10:45:04,1.2,,31.7108,0.7,-104.0576,0.7,6.2,7.1,2.3,0.2,25,18,TXNet,earthquake,Western Texas,,,,,,,,,,129.79662051698998,,2020-03-27 17:38:06
texnet2020gaci,final,2020-03-26,10:23:25,1.6,,31.7044,0.7,-104.0500,0.7,6.2,7.1,2.9,0.2,21,17,TXNet,earthquake,Western Texas,,,,,,,,,,64.00924119553949,,2020-03-26 19:56:33
texnet2020gabl,preliminary,2020-03-26,09:56:38,1.3,,31.7026,0.7,-104.0392,0.9,6.2,7.1,2.5,0.3,21,17,TXNet,earthquake,Western Texas,,,,,,,,,,63.4048071699105,,2020-03-26 18:25:45
texnet2020gaab,preliminary,2020-03-26,09:15:40,1.6,,31.7089,0.8,-104.0522,0.8,6.4,7.3,3.0,0.3,22,19,TXNet,earthquake,Western Texas,,,,,,,,,,63.96314676494399,,2020-03-26 16:35:54
texnet2020gaaa,preliminary,2020-03-26,09:13:59,1.7,,31.7145,0.6,-104.0457,0.7,6.2,7.1,2.5,0.2,19,15,TXNet,earthquake,Western Texas,,,,,,,,,,126.643965725025,,2020-03-26 19:37:54
texnet2020fzzu,preliminary,2020-03-26,09:06:37,1.5,,31.7090,0.7,-104.0457,0.8,6.2,7.1,2.5,0.3,26,21,TXNet,earthquake,Western Texas,,,,,,,,,,83.627986139901,,2020-03-26 18:53:38
texnet2020fzzp,preliminary,2020-03-26,09:00:37,1.5,,31.7227,0.8,-104.0479,0.8,6.6,7.5,3.7,0.3,15,14,TXNet,earthquake,Western Texas,,,,,,,,,,92.1814945111305,,2020-03-26 18:48:58
texnet2020fzzi,final,2020-03-26,08:52:41,4.1,,31.7099,0.5,-104.0414,0.5,6.2,7.1,1.9,0.2,34,28,TXNet,earthquake,Western Texas,72,47,-102,269,44,-78,Moment Tensor,89.68063353,0.1865827165,85.893841748043,,2020-04-14 21:34:13
texnet2020fajy,preliminary,2020-03-12,08:41:39,1.5,,31.7086,0.7,-104.0226,0.8,6.1,7.0,1.9,0.3,40,29,TXNet,earthquake,Western Texas,,,,,,,,,,116.797171448475,,2020-03-27 13:32:54
texnet2020eacm,final,2020-02-26,23:24:03,2.1,,31.7035,0.5,-104.0328,0.8,6.2,7.1,2.1,0.2,32,25,TXNet,earthquake,Western Texas,,,,,,,,,,92.57999702020649,,2020-02-27 17:30:46
texnet2020draw,final,2020-02-22,00:21:33,1.5,,31.7118,1.0,-104.0328,1.0,6.2,7.1,2.8,0.3,16,12,TXNet,earthquake,Western Texas,,,,,,,,,,65.797218333189,,2020-04-07 22:05:50
texnet2020dlge,preliminary,2020-02-18,20:13:07,1.5,,31.7113,1.0,-104.0344,1.5,6.2,7.2,3.5,0.3,14,10,TXNet,earthquake,Western Texas,,,,,,,,,,65.84440065118649,,2020-04-08 20:13:26
texnet2020dkuz,final,2020-02-18,14:34:36,2.1,,31.6988,0.7,-104.0586,1.1,7.2,8.2,2.9,0.3,18,13,TXNet,earthquake,Western Texas,,,,,,,,,,66.109095734094,,2020-02-18 20:02:56
texnet2020dkut,final,2020-02-18,14:27:44,2.0,,31.7127,0.7,-104.0274,1.2,5.7,6.7,2.8,0.3,19,15,TXNet,earthquake,Western Texas,,,,,,,,,,62.97154590443849,,2020-02-18 19:29:13
texnet2020dktb,preliminary,2020-02-18,13:36:10,1.6,,31.7113,0.9,-104.0473,1.5,7.0,8.0,4.8,0.1,11,8,TXNet,earthquake,Western Texas,,,,,,,,,,62.1848604939345,,2020-04-07 17:57:04
texnet2020dksu,final,2020-02-18,13:28:06,4.1,3.9,31.7080,0.5,-104.0457,0.9,10.0,10.9,2.0,0.3,43,32,TXNet,earthquake,Western Texas,,,,,,,,,,94.78547366551199,,2023-04-24 15:22:56
texnet2020cyoo,preliminary,2020-02-11,21:42:00,1.6,,31.7105,0.7,-104.0075,2.0,6.3,7.2,3.7,0.3,10,7,TXNet,earthquake,Western Texas,,,,,,,,,,64.1542706768565,,2020-04-07 19:49:00
texnet2020csjm,final,2020-02-08,12:18:20,1.3,,31.7058,0.8,-104.0258,1.3,6.2,7.2,3.3,0.3,15,10,TXNet,earthquake,Western Texas,,,,,,,,,,63.71367207587549,,2020-04-08 20:49:02
texnet2020crnm,final,2020-02-08,01:12:04,1.4,,31.7191,0.8,-104.0371,0.9,6.2,7.1,2.8,0.2,15,12,TXNet,earthquake,Western Texas,,,,,,,,,,137.60896727780997,,2020-04-08 19:31:14
texnet2020cqle,final,2020-02-07,10:53:39,2.1,,31.7085,0.6,-104.0398,1.0,6.9,7.9,2.5,0.2,22,15,TXNet,earthquake,Western Texas,,,,,,,,,,63.7184981390265,,2020-02-07 18:13:58
texnet2020cihq,preliminary,2020-02-03,00:00:49,1.5,,31.7136,1.0,-104.0220,1.3,6.2,7.1,3.8,0.2,10,9,TXNet,earthquake,Western Texas,,,,,,,,,,65.379539000979,,2020-04-28 21:46:09
texnet2020ceuo,preliminary,2020-02-01,02:00:16,1.3,,31.7126,0.8,-104.0479,1.4,6.2,7.1,4.0,0.3,12,9,TXNet,earthquake,Western Texas,,,,,,,,,,136.39635944959497,,2020-04-28 21:25:53
texnet2020cdut,final,2020-01-31,12:57:51,2.0,,31.7159,0.7,-104.0226,1.4,6.1,7.0,3.5,0.2,14,11,TXNet,earthquake,Western Texas,,,,,,,,,,64.79034018036299,,2020-01-31 18:39:43
texnet2020cdum,preliminary,2020-01-31,12:49:53,1.6,,31.7150,0.8,-104.0280,1.8,6.2,7.2,3.6,0.3,13,10,TXNet,earthquake,Western Texas,,,,,,,,,,62.724391165610996,,2020-04-07 18:43:22
texnet2020cdoo,final,2020-01-31,09:49:53,1.5,,31.7154,0.6,-104.0414,0.7,6.2,7.1,2.3,0.3,20,15,TXNet,earthquake,Western Texas,,,,,,,,,,63.01138389276149,,2020-04-08 15:44:35
texnet2020cdnu,final,2020-01-31,09:27:00,1.4,,31.7182,0.8,-104.0231,0.9,7.2,8.1,3.4,0.2,14,10,TXNet,earthquake,Western Texas,,,,,,,,,,62.6468643548055,,2020-04-20 18:12:54
texnet2020cdkb,final,2020-01-31,07:33:17,1.4,,31.7164,0.7,-104.0242,0.9,6.2,7.1,2.7,0.3,21,16,TXNet,earthquake,Western Texas,,,,,,,,,,65.748262666212,,2020-04-21 19:29:24
texnet2020cdga,final,2020-01-31,05:30:45,1.6,,31.7191,0.8,-104.0393,0.8,6.5,7.4,2.2,0.3,23,17,TXNet,earthquake,Western Texas,,,,,,,,,,137.47384211305499,,2020-04-07 21:11:26
texnet2020cdet,final,2020-01-31,04:52:08,1.5,,31.7136,0.6,-104.0393,0.8,6.2,7.1,3.0,0.2,16,12,TXNet,earthquake,Western Texas,,,,,,,,,,63.159849599805,,2020-04-08 15:11:21
texnet2020cdby,final,2020-01-31,03:27:37,3.7,,31.7077,0.7,-104.0258,0.8,6.2,7.2,2.5,0.3,32,23,TXNet,earthquake,Western Texas,,,,,,,,,,128.53158457985998,,2020-01-31 18:52:10
texnet2020cdbx,final,2020-01-31,03:25:51,3.8,,31.7035,0.6,-104.0338,0.7,6.2,7.1,2.1,0.3,31,21,TXNet,earthquake,Western Texas,,,,,,,,,,65.1083835997665,,2020-01-31 18:51:47
texnet2020bzyz,preliminary,2020-01-29,10:33:06,1.3,,31.7131,0.8,-104.0409,1.4,6.2,7.2,4.1,0.3,13,10,TXNet,earthquake,Western Texas,,,,,,,,,,136.87394186339998,,2020-04-29 19:47:19
texnet2020bzys,preliminary,2020-01-29,10:24:48,1.3,,31.7131,0.8,-104.0430,1.7,6.2,7.2,4.2,0.3,13,10,TXNet,earthquake,Western Texas,,,,,,,,,,62.20055405585699,,2020-04-21 19:21:10
texnet2020bzxs,preliminary,2020-01-29,09:54:49,1.3,,31.7136,0.7,-104.0457,1.2,6.2,7.1,3.9,0.2,13,10,TXNet,earthquake,Western Texas,,,,,,,,,,62.03304006709949,,2020-04-10 17:50:33
texnet2020bzwq,preliminary,2020-01-29,09:22:42,1.4,,31.7081,0.9,-104.0436,1.3,6.2,7.1,3.9,0.3,15,10,TXNet,earthquake,Western Texas,,,,,,,,,,126.847561101345,,2020-04-08 16:06:02
texnet2020bzuh,preliminary,2020-01-29,08:10:28,1.7,,31.7159,0.6,-104.0226,1.0,6.1,7.0,2.3,0.3,28,22,TXNet,earthquake,Western Texas,,,,,,,,,,96.985294566174,,2020-03-31 15:52:29
texnet2020bzua,final,2020-01-29,08:02:43,1.9,,31.7117,0.7,-104.0457,1.0,6.2,7.1,2.6,0.3,27,20,TXNet,earthquake,Western Texas,,,,,,,,,,97.53487804421549,,2020-12-22 21:20:19
texnet2020bztc,final,2020-01-29,07:35:06,2.4,,31.7145,0.7,-104.0360,1.1,6.4,7.3,2.9,0.2,19,17,TXNet,earthquake,Western Texas,,,,,,,,,,66.224995172154,,2020-01-29 16:38:05
texnet2020bzsp,preliminary,2020-01-29,07:19:30,1.4,,31.7205,0.8,-104.0280,1.5,5.6,6.5,3.9,0.2,13,11,TXNet,earthquake,Western Texas,,,,,,,,,,128.331920725155,,2020-04-21 19:37:51
texnet2020bzrn,preliminary,2020-01-29,06:47:22,1.4,,31.7191,0.7,-104.0350,1.2,6.2,7.1,3.8,0.1,12,11,TXNet,earthquake,Western Texas,,,,,,,,,,61.99436781379799,,2020-04-10 19:23:09
texnet2020bzra,preliminary,2020-01-29,06:32:27,1.5,,31.7145,0.6,-104.0457,0.9,6.2,7.1,3.3,0.2,16,12,TXNet,earthquake,Western Texas,,,,,,,,,,61.943200255880996,,2020-04-08 18:33:51
texnet2020bzqt,preliminary,2020-01-29,06:23:46,1.4,,31.7186,0.8,-104.0409,1.4,6.2,7.2,3.6,0.3,13,11,TXNet,earthquake,Western Texas,,,,,,,,,,61.76255666174999,,2020-04-08 20:06:55
texnet2020bzpy,final,2020-01-29,05:59:47,1.3,,31.7131,1.0,-104.0452,1.6,6.2,7.2,4.5,0.2,11,8,TXNet,earthquake,Western Texas,,,,,,,,,,62.10242594725049,,2020-04-29 18:46:18
texnet2020bzpf,preliminary,2020-01-29,05:37:33,1.4,,31.7158,0.7,-104.0484,1.1,6.1,7.1,3.0,0.2,17,12,TXNet,earthquake,Western Texas,,,,,,,,,,136.631851111665,,2020-04-08 21:49:22
texnet2020bzet,preliminary,2020-01-29,00:20:06,1.3,,31.7131,0.8,-104.0430,1.5,6.2,7.2,3.6,0.3,20,16,TXNet,earthquake,Western Texas,,,,,,,,,,136.73862355293,,2020-05-07 22:00:51
texnet2020bzcc,final,2020-01-28,22:59:18,1.3,,31.7131,1.3,-104.0323,1.5,6.2,7.2,4.6,0.2,10,8,TXNet,earthquake,Western Texas,,,,,,,,,,137.41691438727,,2020-04-29 18:51:22
texnet2020byyc,final,2020-01-28,20:58:13,1.9,,31.7104,1.3,-104.0376,1.5,6.3,7.3,4.6,0.2,15,12,TXNet,earthquake,Western Texas,,,,,,,,,,65.93984940507299,,2020-01-31 16:10:29
texnet2020bywl,preliminary,2020-01-28,20:08:14,1.4,,31.7178,0.7,-104.0161,1.4,6.3,7.2,3.8,0.3,13,10,TXNet,earthquake,Western Texas,,,,,,,,,,129.45220534638,,2020-05-06 18:20:48
texnet2019xqts,preliminary,2019-12-03,11:27:36,1.8,,31.6970,0.8,-104.0521,0.7,6.2,7.1,2.5,0.2,26,18,TXNet,earthquake,Western Texas,,,,,,,,,,94.962296866311,,2019-12-03 16:10:18
texnet2019wxgj,final,2019-11-22,19:08:21,1.5,,31.7034,1.2,-104.0651,1.3,6.2,7.1,3.0,0.3,11,8,TXNet,earthquake,Western Texas,,,,,,,,,,134.55001017422998,,2020-04-20 18:00:50
texnet2019wcna,final,2019-11-11,10:37:23,1.7,,31.7385,1.0,-103.9995,1.3,6.5,7.4,3.3,0.3,25,20,TXNet,earthquake,Western Texas,,,,,,,,,,99.346089310398,,2020-04-22 20:05:33
texnet2019wcmz,final,2019-11-11,10:36:45,1.4,,31.7228,0.9,-104.0199,1.0,5.5,6.5,3.7,0.3,24,20,TXNet,earthquake,Western Texas,,,,,,,,,,126.85261135585499,,2020-04-01 17:03:17
texnet2019vxsf,final,2019-11-08,19:34:16,2.2,,31.6951,0.6,-104.0747,0.9,7.0,8.0,2.0,0.3,30,21,TXNet,earthquake,Western Texas,,,,,,,,,,97.377990983847,,2019-11-08 20:23:04
texnet2019vwog,final,2019-11-08,04:26:20,1.1,,31.7113,1.3,-104.0279,1.8,6.2,7.2,4.8,0.2,8,5,TXNet,earthquake,Western Texas,,,,,,,,,,40.922208847484995,,2020-04-21 20:47:12
texnet2019vwjc,final,2019-11-08,01:49:49,2.1,,31.7099,0.8,-104.0403,0.8,6.8,7.7,2.0,0.3,25,19,TXNet,earthquake,Western Texas,,,,,,,,,,97.947399896577,,2019-11-08 14:52:58
texnet2019vwiz,final,2019-11-08,01:47:50,1.6,,31.6868,1.2,-104.0596,1.1,5.0,6.0,2.6,0.3,25,16,TXNet,earthquake,Western Texas,,,,,,,,,,133.50714718446,,2020-04-01 14:24:58
texnet2019vwcz,final,2019-11-07,22:45:28,1.1,,31.7173,1.1,-104.0264,1.3,6.1,7.0,3.3,0.3,16,11,TXNet,earthquake,Western Texas,,,,,,,,,,138.134561246325,,2020-04-22 19:56:50
texnet2019vvvb,final,2019-11-07,18:45:01,1.6,,31.6887,0.7,-104.0542,0.8,6.2,7.1,2.8,0.3,24,16,TXNet,earthquake,Western Texas,,,,,,,,,,150.20671873787998,,2020-03-31 22:29:54
texnet2019vuyw,final,2019-11-07,07:31:37,1.4,,31.7035,0.7,-104.0381,0.7,6.2,7.1,2.4,0.3,28,18,TXNet,earthquake,Western Texas,,,,,,,,,,136.24180095708,,2020-04-22 19:39:04
texnet2019vmrx,preliminary,2019-11-02,18:55:29,1.6,,31.7111,1.2,-104.0753,1.2,1.9,2.8,2.8,0.4,20,15,TXNet,earthquake,Western Texas,,,,,,,,,,123.83668482696,,2020-04-22 15:01:08
texnet2018jznn,preliminary,2018-05-23,01:02:58,1.4,,31.6943,1.4,-104.0710,1.5,0.9,1.8,6.3,0.3,9,7,TXNet,earthquake,Western Texas,,,,,,,,,,131.776248786525,,2018-05-30 16:39:05
